url,universal_product_code,title,price_including_tax,price_excluding_tax,number_available,product_description,category,review_rating,image_url
"('http://books.toscrape.com/catalogue/wild-swans_782/index.html',)","(<tr>
<th>UPC</th><td>3fb15ace50d6142b</td>
</tr>,)","(<title>
    Wild Swans | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£14.36</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£14.36</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (14 available)</td>
</tr>,)","<meta content=""
    The summer before Ivy’s senior year is going to be golden; all bonfires, barbeques, and spending time with her best friends. For once, she will just get to be. No summer classes, none of Granddad’s intense expectations to live up to the family name. For generations, the Milbourn women have lead extraordinary lives—and died young and tragically. Granddad calls it a legacy, The summer before Ivy’s senior year is going to be golden; all bonfires, barbeques, and spending time with her best friends. For once, she will just get to be. No summer classes, none of Granddad’s intense expectations to live up to the family name. For generations, the Milbourn women have lead extraordinary lives—and died young and tragically. Granddad calls it a legacy, but Ivy considers it a curse. Why else would her mother have run off and abandoned her as a child?But when her mother unexpectedly returns home with two young daughters in tow, all of the stories Ivy wove to protect her heart start to unravel. The very people she once trusted now speak in lies. And all of Ivy’s ambition and determination cannot defend her against the secrets of the Milbourn past…. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Two"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/wild-swans_782/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/wild-swans_782/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Wild Swans"" src=""../../media/cache/ad/42/ad42a85570a887faf1b9e12715cf59bf.jpg""/>"
"('http://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html',)","(<tr>
<th>UPC</th><td>aba2db9afb1469c7</td>
</tr>,)","(<title>
    Until Friday Night (The Field Party #1) | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£46.31</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£46.31</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (14 available)</td>
</tr>,)","<meta content=""
    To everyone who knows him, West Ashby has always been that guy: the cocky, popular, way-too-handsome-for-his-own-good football god who led Lawton High to the state championships. But while West may be Big Man on Campus on the outside, on the inside he’s battling the grief that comes with watching his father slowly die of cancer.Two years ago, Maggie Carleton’s life fell ap To everyone who knows him, West Ashby has always been that guy: the cocky, popular, way-too-handsome-for-his-own-good football god who led Lawton High to the state championships. But while West may be Big Man on Campus on the outside, on the inside he’s battling the grief that comes with watching his father slowly die of cancer.Two years ago, Maggie Carleton’s life fell apart when her father murdered her mother. And after she told the police what happened, she stopped speaking and hasn’t spoken since. Even the move to Lawton, Alabama, couldn’t draw Maggie back out. So she stayed quiet, keeping her sorrow and her fractured heart hidden away.As West’s pain becomes too much to handle, he knows he needs to talk to someone about his father—so in the dark shadows of a post-game party, he opens up to the one girl who he knows won’t tell anyone else.West expected that talking about his dad would bring some relief, or at least a flood of emotions he couldn’t control. But he never expected the quiet new girl to reply, to reveal a pain even deeper than his own—or for them to form a connection so strong that he couldn’t ever let her go… ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Two"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/until-friday-night-the-field-party-1_775/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/until-friday-night-the-field-party-1_775/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Until Friday Night (The Field Party #1)"" src=""../../media/cache/e1/24/e1249f72129bd4b788ffd0cdd7834c24.jpg""/>"
"('http://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html',)","(<tr>
<th>UPC</th><td>f0f38174a7e689a3</td>
</tr>,)","(<title>
    This Is Where It Ends | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£27.12</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£27.12</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (14 available)</td>
</tr>,)","<meta content=""
    10:00 a.m. The principal of Opportunity High School finishes her speech, welcoming the entire student body to a new semester and encouraging them to excel and achieve.10:02 a.m. The students get up to leave the auditorium for their next class.10:03 a.m. The auditorium doors won't open.10:05 a.m. Someone starts shooting.Told from four different perspectives over the span of 10:00 a.m. The principal of Opportunity High School finishes her speech, welcoming the entire student body to a new semester and encouraging them to excel and achieve.10:02 a.m. The students get up to leave the auditorium for their next class.10:03 a.m. The auditorium doors won't open.10:05 a.m. Someone starts shooting.Told from four different perspectives over the span of fifty-four harrowing minutes, terror reigns as one student’s calculated revenge turns into the ultimate game of survival. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Two"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/this-is-where-it-ends_771/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/this-is-where-it-ends_771/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""This Is Where It Ends"" src=""../../media/cache/8e/dc/8edc314a67ed5ddad7bd0a2f30ad3238.jpg""/>"
"('http://books.toscrape.com/catalogue/the-darkest-lie_747/index.html',)","(<tr>
<th>UPC</th><td>6edacfd1f8ebb9eb</td>
</tr>,)","(<title>
    The Darkest Lie | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£35.35</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£35.35</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (14 available)</td>
</tr>,)","<meta content=""
    “The mother I knew would never do those things.But maybe I never knew her after all.”Clothes, jokes, coded messages…Cecilia Brooks and her mom shared everything. At least, CeCe thought they did. Six months ago, her mom killed herself after accusations of having sex with a student, and CeCe’s been the subject of whispers and taunts ever since. Now, at the start of her high “The mother I knew would never do those things.But maybe I never knew her after all.”Clothes, jokes, coded messages…Cecilia Brooks and her mom shared everything. At least, CeCe thought they did. Six months ago, her mom killed herself after accusations of having sex with a student, and CeCe’s been the subject of whispers and taunts ever since. Now, at the start of her high school senior year, between dealing with her grieving, distracted father, and the social nightmare that has become her life, CeCe just wants to fly under the radar. Instead, she’s volunteering at the school’s crisis hotline—the same place her mother worked.As she counsels troubled strangers, CeCe’s lingering suspicions about her mom’s death surface. With the help of Sam, a new student and newspaper intern, she starts to piece together fragmented clues that point to a twisted secret at the heart of her community. Soon, finding the truth isn’t just a matter of restoring her mother’s reputation, it’s about saving lives—including CeCe’s own… ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Five"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/the-darkest-lie_747/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/the-darkest-lie_747/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""The Darkest Lie"" src=""../../media/cache/3b/6a/3b6ae7b1d7736819f4f44605441e283e.jpg""/>"
"('http://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html',)","(<tr>
<th>UPC</th><td>137b0b2775701e11</td>
</tr>,)","(<title>
    My Kind of Crazy | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£40.36</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£40.36</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (14 available)</td>
</tr>,)","<meta content=""
    Despite the best of intentions, seventeen-year old, wisecracking Hank Kirby can’t quite seem to catch a break. It’s not that he means to screw things up all the time, it just happens. A lot. Case in point: his attempt to ask out the girl he likes literally goes up in flames when he spells “Prom” in sparklers on her lawn…and nearly burns down her house. As if that wasn’t ba Despite the best of intentions, seventeen-year old, wisecracking Hank Kirby can’t quite seem to catch a break. It’s not that he means to screw things up all the time, it just happens. A lot. Case in point: his attempt to ask out the girl he likes literally goes up in flames when he spells “Prom” in sparklers on her lawn…and nearly burns down her house. As if that wasn’t bad enough, Peyton Breedlove, a brooding loner and budding pyromaniac, witnesses the whole thing. Much to Hank’s dismay, Peyton takes an interest in him—and his “work.” The two are thrust into an unusual friendship, but their boundaries are tested when Hank learns that Peyton is hiding some dark secrets, secrets that may change everything he thought he knew about Peyton. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating One"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/my-kind-of-crazy_718/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/my-kind-of-crazy_718/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""My Kind of Crazy"" src=""../../media/cache/2b/38/2b38dc9b90299a9755fb15bed3293342.jpg""/>"
"('http://books.toscrape.com/catalogue/dont-get-caught_687/index.html',)","(<tr>
<th>UPC</th><td>ad2887ce04583910</td>
</tr>,)","(<title>
    Don't Get Caught | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£55.35</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£55.35</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (14 available)</td>
</tr>,)","<meta content=""
    10:00 tonight at the water tower. Tell no one. -Chaos ClubWhen Max receives a mysterious invite from the untraceable, epic prank-pulling Chaos Club, he has to ask: why him? After all, he's Mr. 2.5 GPA, Mr. No Social Life. He's Just Max. And his favorite heist movies have taught him this situation calls for Rule #4: Be suspicious. But it's also his one shot to leave Just Ma 10:00 tonight at the water tower. Tell no one. -Chaos ClubWhen Max receives a mysterious invite from the untraceable, epic prank-pulling Chaos Club, he has to ask: why him? After all, he's Mr. 2.5 GPA, Mr. No Social Life. He's Just Max. And his favorite heist movies have taught him this situation calls for Rule #4: Be suspicious. But it's also his one shot to leave Just Max in the dust...Yeah, not so much. Max and four fellow students-who also received invites-are standing on the newly defaced water tower when campus security &quot;catches&quot; them. Definitely a setup. And this time, Max has had enough. It's time for Rule #7: Always get payback.Let the prank war begin. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating One"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/dont-get-caught_687/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/dont-get-caught_687/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Don't Get Caught"" src=""../../media/cache/78/11/78112d48a74583a7acc24a2b46a9f59d.jpg""/>"
"('http://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html',)","(<tr>
<th>UPC</th><td>e2e7b683b4c15b7d</td>
</tr>,)","(<title>
    Catching Jordan (Hundred Oaks) | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£50.83</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£50.83</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (14 available)</td>
</tr>,)","<meta content=""
    ONE OF THE BOYSWhat girl doesn't want to be surrounded by gorgeous jocks day in and day out? Jordan Woods isn't just surrounded by hot guys, though-she leads them as the captain and quarterback of her high school football team. They all see her as one of the guys and that's just fine. As long as she gets her athletic scholarship to a powerhouse university.But everything sh ONE OF THE BOYSWhat girl doesn't want to be surrounded by gorgeous jocks day in and day out? Jordan Woods isn't just surrounded by hot guys, though-she leads them as the captain and quarterback of her high school football team. They all see her as one of the guys and that's just fine. As long as she gets her athletic scholarship to a powerhouse university.But everything she's ever worked for is threatened when Ty Green moves to her school. Not only is he an amazing QB, but he's also amazingly hot. And for the first time, Jordan's feeling vulnerable. Can she keep her head in the game while her heart's on the line? ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Three"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/catching-jordan-hundred-oaks_673/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/catching-jordan-hundred-oaks_673/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Catching Jordan (Hundred Oaks)"" src=""../../media/cache/f4/8b/f48b76634af0040d4eea1ee896d3676b.jpg""/>"
"('http://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html',)","(<tr>
<th>UPC</th><td>41164b8ac02a2c42</td>
</tr>,)","(<title>
    Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1) | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£58.14</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£58.14</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (14 available)</td>
</tr>,)","<meta content=""
    This Printz Honor Book is a “tender, honest exploration of identity” (Publishers Weekly) that distills lyrical truths about family and friendship.Aristotle is an angry teen with a brother in prison. Dante is a know-it-all who has an unusual way of looking at the world. When the two meet at the swimming pool, they seem to have nothing in common. But as the loners start spen This Printz Honor Book is a “tender, honest exploration of identity” (Publishers Weekly) that distills lyrical truths about family and friendship.Aristotle is an angry teen with a brother in prison. Dante is a know-it-all who has an unusual way of looking at the world. When the two meet at the swimming pool, they seem to have nothing in common. But as the loners start spending time together, they discover that they share a special friendship—the kind that changes lives and lasts a lifetime. And it is through this friendship that Ari and Dante will learn the most important truths about themselves and the kind of people they want to be. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Four"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1)"" src=""../../media/cache/e5/3a/e53a42b20d0c60634289aaad3fbb75c6.jpg""/>"
"('http://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html',)","(<tr>
<th>UPC</th><td>f732d7d18a91d2ba</td>
</tr>,)","(<title>
    The Epidemic (The Program 0.6) | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£14.44</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£14.44</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (12 available)</td>
</tr>,)","<meta content=""
    Can one girl help others find closure by slipping into the identities of their loved ones? Find out in this riveting sequel to The Remedy and companion to the New York Times bestselling The Treatment and The Program.In a world before The Program…Quinlan McKee has spent her life acting as other people. She was a closer—a person hired to play the role of the recently decease Can one girl help others find closure by slipping into the identities of their loved ones? Find out in this riveting sequel to The Remedy and companion to the New York Times bestselling The Treatment and The Program.In a world before The Program…Quinlan McKee has spent her life acting as other people. She was a closer—a person hired to play the role of the recently deceased in order to give their families closure. Through this process, Quinn learned to read people and situations, even losing a bit of herself to do so. But she couldn’t have guessed how her last case would bring down her entire world.The only person Quinn trusts is Deacon, her best friend and the love of her life. Except Deacon’s been keeping secrets of his one, so Quinn must set out alone to find Arthur Pritchard, the doctor who’s been trying to control her life. The journey brings Quinn to Arthur’s daughter, Virginia, who tells Quinn the truth about Pritchard’s motives. The former closer will start to see that she is the first step in fighting an epidemic.But Quinlan doesn’t want to be a cure. And with all the lies surrounding her, she realizes she has no one left to rely on but herself—even if she doesn’t know who that is anymore. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Five"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/the-epidemic-the-program-06_636/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/the-epidemic-the-program-06_636/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""The Epidemic (The Program 0.6)"" src=""../../media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg""/>"
"('http://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html',)","(<tr>
<th>UPC</th><td>b63ea3f7a57ae099</td>
</tr>,)","(<title>
    Stars Above (The Lunar Chronicles #4.5) | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£48.05</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£48.05</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (12 available)</td>
</tr>,)","<meta content=""
    The enchantment continues....The universe of the Lunar Chronicles holds stories—and secrets—that are wondrous, vicious, and romantic. How did Cinder first arrive in New Beijing? How did the brooding soldier Wolf transform from young man to killer? When did Princess Winter and the palace guard Jacin realize their destinies?With nine stories—five of which have never before b The enchantment continues....The universe of the Lunar Chronicles holds stories—and secrets—that are wondrous, vicious, and romantic. How did Cinder first arrive in New Beijing? How did the brooding soldier Wolf transform from young man to killer? When did Princess Winter and the palace guard Jacin realize their destinies?With nine stories—five of which have never before been published—and an exclusive never-before-seen excerpt from Marissa Meyer’s upcoming novel, Heartless, about the Queen of Hearts from Alice in Wonderland, Stars Above is essential for fans of the bestselling and beloved Lunar Chronicles.--The Little Android: A retelling of Hans Christian Andersen’s “The Little Mermaid,” set in the world of The Lunar Chronicles.Glitches: In this prequel to Cinder, we see the results of the plague play out, and the emotional toll it takes on Cinder. Something that may, or may not, be a glitch….The Queen’s Army: In this prequel to Scarlet, we’re introduced to the army Queen Levana is building, and one soldier in particular who will do anything to keep from becoming the monster they want him to be.Carswell’s Guide to Being Lucky: Thirteen-year-old Carswell Thorne has big plans involving a Rampion spaceship and a no-return trip out of Los Angeles.The Keeper: A prequel to the Lunar Chronicles, showing a young Scarlet and how Princess Selene came into the care of Michelle Benoit.After Sunshine Passes By: In this prequel to Cress, we see how a nine-year-old Cress ended up alone on a satellite, spying on Earth for Luna.The Princess and the Guard: In this prequel to Winter, we see a game called The PrincessThe Mechanic: In this prequel to Cinder, we see Kai and Cinder’s first meeting from Kai’s perspective.Something Old, Something New: In this epilogue to Winter, friends gather for the wedding of the century... ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Two"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/stars-above-the-lunar-chronicles-45_632/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/stars-above-the-lunar-chronicles-45_632/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Stars Above (The Lunar Chronicles #4.5)"" src=""../../media/cache/8f/22/8f221677f6d28eba048ebb505fcfd90a.jpg""/>"
"('http://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html',)","(<tr>
<th>UPC</th><td>db84624b151cbe06</td>
</tr>,)","(<title>
    No Love Allowed (Dodge Cove #1) | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£54.65</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£54.65</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (12 available)</td>
</tr>,)","<meta content=""
    It's all fun and parties until someone falls in love in this modern fairy tale from author Kate Evangelista.Caleb desperately needs a fake girlfriend. Either he attends a series of parties for his father’s law firm with a pretty girl on his arm, or he gets shipped off to Yale to start a future he’s not ready for and isn’t sure he wants. And sadly, the last unattached girl It's all fun and parties until someone falls in love in this modern fairy tale from author Kate Evangelista.Caleb desperately needs a fake girlfriend. Either he attends a series of parties for his father’s law firm with a pretty girl on his arm, or he gets shipped off to Yale to start a future he’s not ready for and isn’t sure he wants. And sadly, the last unattached girl in his social circle has just made the grievous mistake of falling in love with him. Fortunately, Didi, recently fired waitress and aspiring painter, is open to new experiences. As the summer ticks by in a whirl of lavish parties, there’s only one rule: They must not fall in love! ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Four"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/no-love-allowed-dodge-cove-1_625/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/no-love-allowed-dodge-cove-1_625/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""No Love Allowed (Dodge Cove #1)"" src=""../../media/cache/41/e1/41e1fc6ac1122d77a6308544dba8c21e.jpg""/>"
"('http://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html',)","(<tr>
<th>UPC</th><td>c65c25d990fc7025</td>
</tr>,)","(<title>
    Exit, Pursued by a Bear | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£51.34</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£51.34</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (11 available)</td>
</tr>,)","<meta content=""
    “I love you,” Polly says suddenly when I’m almost to the door.“I know,” I say.Hermione Winters has been a flyer. She’s been captain of her cheerleading team. The envied girlfriend and the undisputed queen of her school. Now it’s her last year and those days and those labels are fading fast. In a few months she’ll be a different person. She thinks she’s ready for whatever c “I love you,” Polly says suddenly when I’m almost to the door.“I know,” I say.Hermione Winters has been a flyer. She’s been captain of her cheerleading team. The envied girlfriend and the undisputed queen of her school. Now it’s her last year and those days and those labels are fading fast. In a few months she’ll be a different person. She thinks she’s ready for whatever comes next.But then someone puts something in her drink at a party, and in an instant she finds herself wearing new labels, ones she never imagined:Victim. Survivor. That raped girl.Even though this was never the future she imagined, one essential thing remains unchanged: Hermione can still call herself Polly Olivier’s best friend, and that may be the truest label of all.Heartbreaking and empowering, Exit, Pursued by a Bear is the story of transcendent friendship in the face of trauma.“I love you,” I say, because I really, really do.“I know,” says Polly. ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating Four"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/exit-pursued-by-a-bear_591/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/exit-pursued-by-a-bear_591/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""Exit, Pursued by a Bear"" src=""../../media/cache/fc/8c/fc8c996d0976a29c5c37bc11923a02f1.jpg""/>"
"('http://books.toscrape.com/catalogue/the-alien-club_569/index.html',)","(<tr>
<th>UPC</th><td>e77594ece9b9d1fe</td>
</tr>,)","(<title>
    The Alien Club | Books to Scrape - Sandbox
</title>,)","(<tr>
<th>Price (incl. tax)</th><td>£54.40</td>
</tr>,)","(<tr>
<th>Price (excl. tax)</th><td>£54.40</td>
</tr>,)","(<tr>
<th>Availability</th>
<td>In stock (9 available)</td>
</tr>,)","<meta content=""
    When everything is your first, you’re an alien.The feelings, sensations, decisions and ramifications of your actions are uncharted territory. An alien landscape that stretches from your front door to your first love can be more bizarre, beautiful and unforgiving than any other planet in the Universe. With no handbook and nowhere to turn, you’re forced to blaze a path to gr When everything is your first, you’re an alien.The feelings, sensations, decisions and ramifications of your actions are uncharted territory. An alien landscape that stretches from your front door to your first love can be more bizarre, beautiful and unforgiving than any other planet in the Universe. With no handbook and nowhere to turn, you’re forced to blaze a path to greatness you’re not even sure is your destiny.A rich tale of love and war, and the interpersonal relationships that forge them both. The Alien Club follows the path forged by a ten-year-old boy, blindly clawing his way through the confusing, frightening and utterly fascinating life afforded him via a magical neighborhood situated in suburbia USA, during the summer of 1979.Wrought with heroism and hilarious happenings, The Alien Club is a truly mesmerizing journey created by a series of tragic and fanciful events that are thrust into motion by seemingly mundane issues that grip and alter the trajectory of an innocent youth.The Alien Club is the crossroads of The Goonies, The Outsiders, The Lord of the Flies and Stand by Me (The Body). ...more
"" name=""description""/>","(<li>
<a href=""../category/books/young-adult_21/index.html"">Young Adult</a>
</li>,)","(<p class=""star-rating One"">
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<i class=""icon-star""></i>
<!-- <small><a href=""/catalogue/the-alien-club_569/reviews/"">
        
                
                    0 customer reviews
                
        </a></small>
         --> 


<!-- 
    <a id=""write_review"" href=""/catalogue/the-alien-club_569/reviews/add/#addreview"" class=""btn btn-success btn-sm"">
        Write a review
    </a>

 --></p>,)","<img alt=""The Alien Club"" src=""../../media/cache/15/7c/157c526f6978d80e039e1362ae898fc8.jpg""/>"
